transaction_id,user_id,account_age_hours,amount,country,billing_country,ip_country,device_id,card_hash,payment_method,currency,timestamp,card_attempts_last_1h,transactions_last_24h,email_age_days,is_vpn,has_chargeback_history,geo_mismatch,ip_billing_mismatch,new_account,high_amount,high_velocity,fresh_email,risk_score,decision,is_fraud
5510,1531,7389,127.36,IT,BR,NL,device_1032,card_3984,card,GBP,2025-03-26 23:47:00,9,3,66,0,1,1,1,0,0,1,0,75,block,0
5511,1284,7869,352.09,GB,FR,GB,device_2691,card_2357,wallet,USD,2025-01-09 18:12:00,7,14,31,1,1,1,1,0,0,1,0,85,block,1
5512,1987,1478,224.8,IT,NL,PL,device_2629,card_4604,card,USD,2025-04-06 22:07:00,6,10,303,1,1,1,1,0,0,1,0,85,block,1
5513,1346,8017,896.18,ES,ES,GB,device_3450,card_4174,card,EUR,2025-03-18 20:55:00,10,16,325,0,1,0,1,0,0,1,0,55,3ds_required,1
5514,950,966,110.3,CO,BR,DE,device_3355,card_742,wallet,EUR,2025-04-22 22:22:00,6,20,90,1,0,1,1,0,0,1,0,65,3ds_required,0
5515,956,2944,802.6,CO,PL,BR,device_941,card_2145,paypal,EUR,2025-01-14 18:07:00,7,3,356,0,1,1,1,0,0,1,0,75,block,1
5516,1285,1538,328.99,DE,DE,DE,device_1701,card_1259,wallet,EUR,2025-03-10 23:35:00,6,17,280,0,1,0,0,0,0,1,0,40,review,0
5517,1584,778,500.58,ES,NL,BR,device_2232,card_1160,paypal,EUR,2025-03-11 04:28:00,8,20,39,0,1,1,1,0,0,1,0,75,block,1
5518,2061,6574,867.33,ES,CO,NL,device_3414,card_4217,paypal,EUR,2025-04-07 05:17:00,9,5,304,0,1,1,1,0,0,1,0,75,block,1
5519,2036,6427,631.91,GB,NL,GB,device_2883,card_4251,wallet,EUR,2025-06-29 08:10:00,7,4,266,1,0,1,1,0,0,1,0,65,3ds_required,1
5520,330,3521,622.97,FR,DE,DE,device_35,card_520,paypal,EUR,2025-03-07 17:22:00,8,13,308,0,0,1,0,0,0,1,0,40,review,0
5521,1659,5073,970.12,DE,GB,CO,device_2244,card_2918,paypal,GBP,2025-02-19 03:47:00,3,4,87,0,1,1,1,0,0,0,0,55,3ds_required,1
5522,1317,4119,1228.24,NL,IT,ES,device_388,card_4719,paypal,EUR,2025-03-14 01:40:00,8,8,204,0,0,1,1,0,1,1,0,65,3ds_required,1
5523,437,5806,361.12,ES,NL,IT,device_95,card_4442,card,USD,2025-02-28 08:11:00,4,3,17,0,0,1,1,0,0,0,0,35,review,0
5524,1328,741,445.98,GB,NL,RO,device_1787,card_4893,card,USD,2025-01-20 20:45:00,4,12,289,1,0,1,1,0,0,0,0,45,review,0
5525,2079,4584,1467.7,CO,FR,RO,device_615,card_4167,paypal,USD,2025-05-30 20:34:00,2,5,231,0,0,1,1,0,1,0,0,45,review,0
5526,2004,2803,1184.28,FR,CO,BR,device_2882,card_3987,wallet,EUR,2025-05-28 22:28:00,4,8,108,0,1,1,1,0,1,0,0,65,3ds_required,1
5527,1845,6506,108.84,GB,GB,DE,device_2894,card_1138,card,GBP,2025-06-15 09:13:00,3,5,227,1,0,0,1,0,0,0,0,25,approve,0
5528,2007,7488,1426.44,ES,ES,FR,device_3331,card_1411,wallet,EUR,2025-04-11 07:34:00,6,11,353,0,1,0,1,0,1,1,0,65,3ds_required,1
5529,2420,4438,821.35,CO,BR,IT,device_908,card_944,card,GBP,2025-04-03 23:09:00,10,14,281,0,1,1,1,0,0,1,0,75,block,1
5530,1509,2267,1017.93,PL,NL,ES,device_3038,card_3165,card,GBP,2025-03-04 04:19:00,7,10,106,0,0,1,1,0,1,1,0,65,3ds_required,1
5531,2251,5519,1421.5,CO,FR,GB,device_2046,card_1463,paypal,USD,2025-01-01 13:41:00,7,8,341,1,0,1,1,0,1,1,0,75,block,1
5532,2199,2891,1298.66,DE,GB,ES,device_1416,card_2002,wallet,USD,2025-02-28 05:18:00,4,3,66,0,1,1,1,0,1,0,0,65,3ds_required,1
5533,2126,4351,234.99,ES,CO,NL,device_383,card_4290,paypal,USD,2025-02-20 06:29:00,7,6,22,1,0,1,1,0,0,1,0,65,3ds_required,1
5534,2047,7673,284.16,IT,FR,IT,device_2741,card_1332,wallet,EUR,2025-01-20 14:23:00,9,2,261,0,0,1,1,0,0,1,0,55,3ds_required,0
5535,2223,592,689.43,IT,BR,GB,device_3138,card_3756,card,GBP,2025-01-09 05:07:00,4,5,43,1,1,1,1,0,0,0,0,65,3ds_required,0
5536,502,5200,1321.01,PL,RO,IT,device_3033,card_1555,paypal,USD,2025-01-14 06:44:00,1,15,70,1,1,1,1,0,1,0,0,75,block,1
5537,2282,7942,1093.66,GB,CO,RO,device_963,card_1244,paypal,USD,2025-01-05 21:28:00,6,16,18,1,0,1,1,0,1,1,0,75,block,0
5538,371,1559,899.52,GB,ES,GB,device_2094,card_1792,paypal,GBP,2025-04-05 22:09:00,3,11,33,1,0,1,1,0,0,0,0,45,review,0
5539,608,4583,1378.31,GB,GB,DE,device_1538,card_3720,paypal,USD,2025-04-14 07:55:00,4,10,155,0,0,0,1,0,1,0,0,25,approve,0
5540,540,2646,828.46,RO,DE,FR,device_805,card_66,card,GBP,2025-04-01 01:00:00,4,6,64,0,1,1,1,0,0,0,0,55,3ds_required,1
5541,1182,154,965.48,ES,NL,GB,device_888,card_2458,paypal,USD,2025-03-13 14:00:00,3,6,255,0,0,1,1,0,0,0,0,35,review,0
5542,2022,2516,728.78,NL,IT,IT,device_1075,card_3832,paypal,EUR,2025-05-05 08:14:00,1,9,272,1,1,1,0,0,0,0,0,50,3ds_required,1
5543,2003,6284,1365.05,DE,BR,DE,device_1379,card_3012,wallet,GBP,2025-02-25 22:46:00,9,10,286,0,1,1,1,0,1,1,0,85,block,1
5544,1586,5973,555.76,BR,RO,PL,device_3168,card_4735,paypal,EUR,2025-06-25 17:05:00,4,1,1,1,0,1,1,0,0,0,1,55,3ds_required,1
5545,602,3601,506.99,CO,FR,PL,device_2310,card_1745,card,GBP,2025-02-03 11:11:00,5,9,197,1,1,1,1,0,0,0,0,65,3ds_required,0
5546,1636,6282,1008.91,GB,PL,PL,device_47,card_1508,wallet,EUR,2025-03-31 22:35:00,7,5,143,1,0,1,0,0,1,1,0,60,3ds_required,0
5547,974,977,874.67,FR,DE,RO,device_3001,card_1850,paypal,GBP,2025-04-05 23:31:00,6,16,306,1,1,1,1,0,0,1,0,85,block,1
5548,2281,4734,1034.07,DE,PL,GB,device_2769,card_2272,wallet,GBP,2025-02-28 04:41:00,4,15,20,1,1,1,1,0,1,0,0,75,block,0
5549,1440,4453,929.98,FR,GB,BR,device_1891,card_2517,paypal,GBP,2025-01-23 05:54:00,6,1,88,0,0,1,1,0,0,1,0,55,3ds_required,1
5550,1349,1102,1111.72,GB,BR,CO,device_1797,card_3081,wallet,EUR,2025-01-14 14:42:00,7,11,180,0,0,1,1,0,1,1,0,65,3ds_required,1
5551,253,8589,664.62,CO,CO,FR,device_3322,card_3041,paypal,USD,2025-04-11 22:18:00,1,2,154,1,0,0,1,0,0,0,0,25,approve,0
5552,2151,217,1298.0,DE,PL,RO,device_2984,card_4213,card,EUR,2025-02-16 09:56:00,10,1,308,0,1,1,1,0,1,1,0,85,block,1
5553,2048,4408,1355.93,RO,BR,NL,device_1873,card_2630,card,EUR,2025-04-02 18:52:00,2,12,172,0,1,1,1,0,1,0,0,65,3ds_required,1
5554,1222,3836,1110.73,DE,CO,CO,device_1293,card_1112,card,USD,2025-02-07 14:38:00,1,4,207,0,1,1,0,0,1,0,0,50,3ds_required,1
5555,1697,3775,1124.08,RO,GB,CO,device_2457,card_3930,wallet,GBP,2025-02-03 07:47:00,10,17,156,1,1,1,1,0,1,1,0,95,block,1
5556,1400,7495,619.03,ES,GB,ES,device_2697,card_2639,paypal,USD,2025-04-19 11:21:00,10,16,184,0,0,1,1,0,0,1,0,55,3ds_required,0
5557,339,8731,795.0,FR,CO,NL,device_168,card_2818,paypal,GBP,2025-06-29 23:32:00,5,14,183,0,0,1,1,0,0,0,0,35,review,0
5558,2189,3198,544.48,ES,GB,BR,device_809,card_414,paypal,USD,2025-05-29 02:48:00,9,5,347,0,1,1,1,0,0,1,0,75,block,1
5559,557,6529,40.33,NL,NL,DE,device_2893,card_989,card,USD,2025-05-11 15:53:00,4,17,144,1,0,0,1,0,0,0,0,25,approve,0
5560,1846,4295,377.7,PL,BR,NL,device_2219,card_2978,card,USD,2025-01-05 00:40:00,2,8,358,1,0,1,1,0,0,0,0,45,review,0
5561,716,3733,489.85,GB,ES,NL,device_1256,card_208,paypal,USD,2025-05-12 08:18:00,2,2,338,1,0,1,1,0,0,0,0,45,review,0
5562,133,8351,1325.77,ES,DE,ES,device_465,card_842,card,USD,2025-01-17 01:22:00,3,12,261,1,0,1,1,0,1,0,0,55,3ds_required,1
5563,1609,5,208.9,DE,GB,ES,device_2547,card_1370,wallet,EUR,2025-01-23 14:41:00,2,20,277,1,1,1,1,1,0,0,0,80,block,1
5564,349,8026,213.85,DE,RO,ES,device_524,card_3087,card,EUR,2025-03-10 00:50:00,10,5,225,1,1,1,1,0,0,1,0,85,block,0
5565,1030,746,277.58,FR,BR,IT,device_3190,card_114,card,EUR,2025-01-10 00:54:00,9,9,298,1,0,1,1,0,0,1,0,65,3ds_required,1
5566,1069,638,1295.34,IT,GB,FR,device_3158,card_4539,wallet,GBP,2025-05-23 00:31:00,10,7,141,1,1,1,1,0,1,1,0,95,block,1
5567,1163,4899,666.7,CO,RO,CO,device_635,card_3167,wallet,GBP,2025-05-13 15:37:00,10,3,42,1,0,1,1,0,0,1,0,65,3ds_required,1
5568,1058,6378,576.03,IT,DE,PL,device_1763,card_1829,wallet,GBP,2025-05-15 00:12:00,2,17,277,0,1,1,1,0,0,0,0,55,3ds_required,1
5569,1883,6262,816.88,DE,NL,GB,device_2129,card_2482,wallet,USD,2025-01-16 16:50:00,7,14,93,1,0,1,1,0,0,1,0,65,3ds_required,1
5570,1326,4856,1039.95,NL,GB,DE,device_1227,card_250,paypal,USD,2025-05-23 23:36:00,2,14,274,0,0,1,1,0,1,0,0,45,review,0
5571,493,4346,270.77,NL,RO,DE,device_2688,card_1945,wallet,EUR,2025-06-07 14:33:00,4,6,230,0,1,1,1,0,0,0,0,55,3ds_required,1
5572,1142,140,257.63,NL,FR,DE,device_1025,card_1834,card,EUR,2025-06-24 10:55:00,6,17,303,0,0,1,1,0,0,1,0,55,3ds_required,1
5573,1952,251,969.88,DE,PL,PL,device_396,card_2005,paypal,GBP,2025-03-27 00:44:00,7,7,157,1,0,1,0,0,0,1,0,50,3ds_required,0
5574,1333,2399,915.09,GB,BR,ES,device_851,card_782,card,EUR,2025-01-21 00:38:00,4,6,247,1,1,1,1,0,0,0,0,65,3ds_required,1
5575,2334,6626,486.72,DE,FR,FR,device_1951,card_4016,wallet,GBP,2025-06-02 16:05:00,1,1,85,0,0,1,0,0,0,0,0,20,approve,0
5576,1312,3475,908.88,IT,ES,PL,device_1278,card_1007,paypal,USD,2025-05-02 08:08:00,1,6,42,1,0,1,1,0,0,0,0,45,review,0
5577,225,7658,772.21,IT,NL,ES,device_412,card_162,paypal,USD,2025-05-02 20:54:00,3,12,346,0,0,1,1,0,0,0,0,35,review,0
5578,500,743,879.6,GB,CO,IT,device_232,card_3524,wallet,EUR,2025-06-07 03:51:00,9,9,100,0,0,1,1,0,0,1,0,55,3ds_required,1
5579,784,4463,1474.33,FR,FR,BR,device_3428,card_3962,card,USD,2025-02-19 10:34:00,3,20,99,0,0,0,1,0,1,0,0,25,approve,0
5580,1906,5642,651.42,FR,IT,PL,device_812,card_948,card,USD,2025-04-18 18:58:00,7,20,178,1,1,1,1,0,0,1,0,85,block,0
5581,309,7512,827.4,BR,BR,GB,device_1402,card_4046,paypal,EUR,2025-02-17 15:29:00,2,14,94,1,0,0,1,0,0,0,0,25,approve,0
5582,456,6998,402.55,DE,IT,RO,device_952,card_4702,card,EUR,2025-05-12 00:58:00,5,12,365,1,1,1,1,0,0,0,0,65,3ds_required,1
5583,516,7022,35.82,IT,RO,RO,device_2317,card_231,paypal,USD,2025-01-29 09:44:00,6,8,42,1,0,1,0,0,0,1,0,50,3ds_required,0
5584,2021,7587,1357.96,DE,FR,RO,device_2732,card_4215,wallet,GBP,2025-06-14 00:11:00,8,5,276,1,0,1,1,0,1,1,0,75,block,0
5585,1394,150,76.05,IT,FR,DE,device_856,card_3057,paypal,GBP,2025-06-29 11:24:00,4,14,215,0,1,1,1,0,0,0,0,55,3ds_required,1
5586,1541,8035,173.56,IT,DE,IT,device_2410,card_2689,card,EUR,2025-01-27 21:04:00,2,11,172,1,0,1,1,0,0,0,0,45,review,0
5587,640,3496,1355.29,CO,IT,FR,device_1387,card_4895,wallet,GBP,2025-05-05 20:32:00,2,2,182,0,1,1,1,0,1,0,0,65,3ds_required,1
5588,1983,7904,1181.33,DE,BR,FR,device_204,card_4570,wallet,EUR,2025-04-12 13:56:00,9,15,4,1,0,1,1,0,1,1,1,85,block,1
5589,202,3616,793.46,CO,FR,FR,device_3049,card_1813,card,EUR,2025-02-12 03:40:00,7,1,288,1,0,1,0,0,0,1,0,50,3ds_required,1
5590,2021,4521,847.21,PL,FR,DE,device_1647,card_4766,card,USD,2025-01-25 02:03:00,9,2,240,0,1,1,1,0,0,1,0,75,block,0
5591,1760,6188,912.5,CO,FR,ES,device_641,card_1771,card,GBP,2025-05-19 21:19:00,4,15,297,0,1,1,1,0,0,0,0,55,3ds_required,1
5592,1652,35,13.12,CO,FR,CO,device_1035,card_4803,card,EUR,2025-03-02 03:17:00,10,6,30,0,1,1,1,0,0,1,0,75,block,0
5593,223,5059,1280.81,CO,CO,RO,device_2170,card_279,paypal,USD,2025-05-20 23:08:00,1,4,152,1,0,0,1,0,1,0,0,35,review,0
5594,15,1612,161.07,FR,PL,RO,device_114,card_2828,card,EUR,2025-05-05 21:08:00,2,2,242,1,0,1,1,0,0,0,0,45,review,0
5595,1318,3237,534.76,NL,DE,IT,device_1749,card_3033,wallet,EUR,2025-06-18 23:11:00,8,12,190,1,0,1,1,0,0,1,0,65,3ds_required,1
5596,2252,2938,578.91,NL,DE,NL,device_2325,card_669,paypal,GBP,2025-03-02 19:54:00,10,13,58,1,1,1,1,0,0,1,0,85,block,1
5597,2184,5543,385.2,RO,IT,CO,device_2259,card_4653,card,GBP,2025-01-03 18:27:00,2,14,60,0,1,1,1,0,0,0,0,55,3ds_required,0
5598,583,4884,275.02,DE,BR,FR,device_271,card_2626,card,USD,2025-01-22 21:39:00,7,18,290,0,0,1,1,0,0,1,0,55,3ds_required,1
5599,484,7972,172.13,NL,PL,RO,device_1297,card_1716,card,EUR,2025-06-22 05:41:00,6,16,29,1,1,1,1,0,0,1,0,85,block,1
5600,150,1687,416.56,ES,DE,RO,device_3416,card_3206,paypal,GBP,2025-04-23 21:52:00,10,4,343,0,1,1,1,0,0,1,0,75,block,0
5601,1125,132,424.37,DE,BR,IT,device_527,card_2076,card,EUR,2025-01-08 12:09:00,10,11,136,0,0,1,1,0,0,1,0,55,3ds_required,0
5602,1205,2071,1177.93,CO,RO,CO,device_2832,card_3329,paypal,USD,2025-02-23 22:07:00,3,14,127,0,0,1,1,0,1,0,0,45,review,0
5603,503,3316,240.93,PL,DE,FR,device_710,card_3813,paypal,EUR,2025-06-12 18:24:00,5,1,363,1,1,1,1,0,0,0,0,65,3ds_required,1
5604,528,7674,703.41,DE,CO,FR,device_1658,card_1014,wallet,USD,2025-04-18 02:36:00,4,9,294,1,0,1,1,0,0,0,0,45,review,0
5605,1888,5057,597.01,BR,RO,BR,device_765,card_462,paypal,GBP,2025-04-17 17:02:00,6,5,30,1,1,1,1,0,0,1,0,85,block,1
5606,1089,6297,416.16,IT,RO,FR,device_1303,card_1723,card,EUR,2025-03-30 14:34:00,7,7,347,0,1,1,1,0,0,1,0,75,block,0
5607,1139,8284,161.44,PL,RO,NL,device_925,card_847,card,EUR,2025-05-14 23:45:00,9,6,235,0,1,1,1,0,0,1,0,75,block,1
5608,1714,7448,338.0,NL,RO,GB,device_782,card_857,paypal,GBP,2025-02-23 12:17:00,2,14,334,1,1,1,1,0,0,0,0,65,3ds_required,0
5609,1387,6165,39.77,CO,FR,GB,device_1919,card_3012,paypal,EUR,2025-03-09 23:23:00,8,20,219,0,1,1,1,0,0,1,0,75,block,0
5610,2291,3008,350.26,DE,BR,DE,device_245,card_3586,wallet,GBP,2025-03-18 22:41:00,3,5,127,1,0,1,1,0,0,0,0,45,review,0
5611,1136,2943,229.05,IT,DE,BR,device_1717,card_4385,paypal,GBP,2025-04-17 15:28:00,8,7,84,1,1,1,1,0,0,1,0,85,block,1
5612,2363,3981,1303.81,CO,NL,RO,device_1462,card_4480,paypal,GBP,2025-04-03 06:21:00,10,8,154,1,0,1,1,0,1,1,0,75,block,1
5613,2112,716,1155.39,FR,CO,NL,device_2762,card_115,wallet,USD,2025-03-08 12:12:00,2,15,232,0,0,1,1,0,1,0,0,45,review,0
5614,2005,1219,523.9,NL,BR,CO,device_1073,card_4640,wallet,USD,2025-01-10 20:15:00,6,8,350,1,0,1,1,0,0,1,0,65,3ds_required,0
5615,1767,227,665.42,PL,BR,DE,device_1773,card_1868,paypal,USD,2025-06-21 22:42:00,1,13,257,1,1,1,1,0,0,0,0,65,3ds_required,1
5616,1495,2261,1219.17,FR,GB,RO,device_600,card_2364,wallet,GBP,2025-03-02 07:57:00,7,13,166,1,1,1,1,0,1,1,0,95,block,1
5617,2448,8355,1363.21,CO,CO,RO,device_2812,card_4909,card,EUR,2025-05-14 19:32:00,8,1,0,1,1,0,1,0,1,1,1,85,block,1
5618,243,5927,1024.0,DE,PL,FR,device_3406,card_1120,paypal,USD,2025-01-21 06:30:00,4,1,169,0,0,1,1,0,1,0,0,45,review,0
5619,1618,4388,1066.1,CO,FR,CO,device_2649,card_650,wallet,USD,2025-05-15 10:45:00,1,13,221,0,1,1,1,0,1,0,0,65,3ds_required,1
5620,2089,1749,1058.36,ES,DE,FR,device_3479,card_1003,paypal,GBP,2025-01-06 04:24:00,10,3,160,1,0,1,1,0,1,1,0,75,block,1
5621,795,8570,327.89,CO,CO,RO,device_8,card_2394,wallet,GBP,2025-02-05 11:19:00,6,14,121,0,1,0,1,0,0,1,0,55,3ds_required,1
5622,877,6647,109.22,CO,IT,DE,device_2066,card_4143,wallet,GBP,2025-03-31 17:48:00,6,5,162,1,1,1,1,0,0,1,0,85,block,0
5623,2230,7723,524.81,DE,PL,NL,device_1024,card_3585,wallet,GBP,2025-04-01 11:01:00,10,16,172,0,1,1,1,0,0,1,0,75,block,1
5624,411,7544,140.07,CO,FR,PL,device_2154,card_2186,wallet,GBP,2025-06-07 13:23:00,6,19,285,0,1,1,1,0,0,1,0,75,block,1
5625,1271,4816,981.13,GB,CO,ES,device_1335,card_1730,paypal,USD,2025-05-23 23:00:00,5,19,311,0,1,1,1,0,0,0,0,55,3ds_required,1
5626,1378,1955,1144.68,NL,FR,ES,device_323,card_56,wallet,GBP,2025-05-14 12:58:00,9,15,329,0,1,1,1,0,1,1,0,85,block,1
5627,71,5753,1336.75,NL,RO,FR,device_821,card_4043,card,GBP,2025-01-24 01:42:00,7,13,217,1,0,1,1,0,1,1,0,75,block,1
5628,821,7739,1077.23,IT,CO,NL,device_2029,card_1813,wallet,EUR,2025-05-22 01:33:00,3,11,143,1,0,1,1,0,1,0,0,55,3ds_required,1
5629,392,4827,850.21,RO,PL,RO,device_1269,card_492,card,EUR,2025-04-08 00:56:00,7,16,128,0,1,1,1,0,0,1,0,75,block,0
5630,1857,3919,1142.58,CO,BR,GB,device_186,card_2209,paypal,GBP,2025-04-13 01:18:00,3,11,185,1,1,1,1,0,1,0,0,75,block,1
5631,2215,2726,1138.65,NL,ES,BR,device_610,card_4546,wallet,USD,2025-05-14 05:46:00,3,15,326,1,0,1,1,0,1,0,0,55,3ds_required,1
5632,2044,759,801.31,RO,ES,NL,device_1192,card_4690,card,GBP,2025-03-16 02:32:00,1,16,359,0,0,1,1,0,0,0,0,35,review,0
5633,617,7853,1045.96,GB,BR,RO,device_2406,card_2103,card,EUR,2025-05-16 01:59:00,1,12,23,0,0,1,1,0,1,0,0,45,review,0
5634,2434,4372,1006.68,PL,GB,CO,device_1755,card_16,paypal,USD,2025-02-20 18:32:00,6,9,365,0,0,1,1,0,1,1,0,65,3ds_required,1
5635,1792,140,627.79,CO,NL,IT,device_3181,card_2439,paypal,EUR,2025-04-17 11:14:00,7,19,352,0,0,1,1,0,0,1,0,55,3ds_required,0
5636,1352,2128,863.25,CO,GB,CO,device_1624,card_647,wallet,USD,2025-04-25 00:10:00,1,17,268,1,1,1,1,0,0,0,0,65,3ds_required,1
5637,462,8371,212.0,NL,CO,ES,device_2780,card_4831,paypal,EUR,2025-05-08 23:45:00,3,12,157,1,0,1,1,0,0,0,0,45,review,0
5638,1221,6968,310.07,ES,IT,NL,device_1391,card_4412,wallet,GBP,2025-02-21 22:39:00,1,19,336,1,0,1,1,0,0,0,0,45,review,0
5639,172,8297,857.91,NL,IT,PL,device_1684,card_3443,wallet,USD,2025-03-31 18:03:00,1,11,158,1,0,1,1,0,0,0,0,45,review,0
5640,2375,6540,181.15,ES,PL,CO,device_1478,card_3939,wallet,EUR,2025-03-27 19:12:00,2,8,9,0,0,1,1,0,0,0,0,35,review,0
5641,2083,7843,798.95,DE,RO,DE,device_2966,card_2187,paypal,EUR,2025-06-02 21:39:00,7,19,172,0,1,1,1,0,0,1,0,75,block,0
5642,301,8163,124.98,FR,FR,BR,device_2087,card_1046,card,EUR,2025-06-20 04:53:00,4,4,227,0,0,0,1,0,0,0,0,15,approve,0
5643,1538,1152,310.27,BR,ES,ES,device_188,card_860,wallet,USD,2025-04-21 16:04:00,5,1,267,1,1,1,0,0,0,0,0,50,3ds_required,1
5644,126,3570,309.16,PL,RO,ES,device_1507,card_3758,paypal,EUR,2025-03-13 13:15:00,5,4,144,0,0,1,1,0,0,0,0,35,review,0
5645,751,6355,908.07,PL,DE,ES,device_2559,card_2226,wallet,USD,2025-05-09 07:26:00,7,3,285,0,0,1,1,0,0,1,0,55,3ds_required,1
5646,610,3564,846.73,BR,NL,IT,device_1947,card_3846,card,EUR,2025-01-14 09:35:00,9,7,323,0,1,1,1,0,0,1,0,75,block,0
5647,1973,5132,982.44,ES,CO,RO,device_679,card_148,paypal,GBP,2025-05-09 18:25:00,7,18,50,0,0,1,1,0,0,1,0,55,3ds_required,0
5648,291,2049,1452.15,CO,DE,GB,device_166,card_3401,wallet,GBP,2025-04-28 09:38:00,4,6,32,1,1,1,1,0,1,0,0,75,block,1
5649,1719,6914,1327.35,FR,NL,PL,device_2273,card_3997,card,USD,2025-05-16 03:24:00,2,4,186,0,1,1,1,0,1,0,0,65,3ds_required,1
5650,2392,5540,473.94,CO,DE,FR,device_2193,card_809,wallet,EUR,2025-05-04 15:37:00,3,10,201,1,0,1,1,0,0,0,0,45,review,0
5651,1844,819,751.7,RO,RO,IT,device_90,card_4733,wallet,EUR,2025-04-23 15:02:00,3,6,92,0,0,0,1,0,0,0,0,15,approve,0
5652,27,2263,180.68,GB,DE,IT,device_1103,card_4310,paypal,EUR,2025-03-25 07:52:00,2,19,120,0,0,1,1,0,0,0,0,35,review,0
5653,1357,7335,1495.01,RO,RO,CO,device_381,card_4219,paypal,EUR,2025-03-14 18:44:00,5,4,304,1,1,0,1,0,1,0,0,55,3ds_required,1
5654,99,3556,595.72,RO,FR,NL,device_2369,card_4284,paypal,EUR,2025-06-01 13:41:00,4,15,271,1,1,1,1,0,0,0,0,65,3ds_required,1
5655,1666,7638,1436.96,PL,IT,FR,device_3066,card_2314,card,GBP,2025-02-07 23:27:00,2,20,88,0,0,1,1,0,1,0,0,45,review,0
5656,728,3728,879.76,RO,BR,ES,device_3375,card_337,card,USD,2025-01-06 11:59:00,7,15,58,1,1,1,1,0,0,1,0,85,block,1
5657,861,6302,801.2,GB,PL,BR,device_2156,card_505,card,EUR,2025-04-16 08:45:00,10,20,251,0,1,1,1,0,0,1,0,75,block,1
5658,761,778,1466.94,GB,ES,GB,device_2017,card_1729,card,GBP,2025-03-16 10:30:00,7,7,30,1,1,1,1,0,1,1,0,95,block,1
5659,1461,7253,225.99,IT,RO,ES,device_2377,card_771,paypal,USD,2025-01-30 02:27:00,9,17,128,1,0,1,1,0,0,1,0,65,3ds_required,1
5660,1756,120,436.72,PL,ES,CO,device_445,card_1538,card,EUR,2025-06-11 12:22:00,8,15,87,1,0,1,1,0,0,1,0,65,3ds_required,1
5661,2070,7484,525.65,NL,GB,IT,device_3262,card_1201,wallet,GBP,2025-01-26 13:52:00,5,18,189,0,0,1,1,0,0,0,0,35,review,0
5662,1339,7526,609.65,CO,BR,GB,device_2100,card_4794,card,GBP,2025-06-25 22:01:00,8,5,177,0,0,1,1,0,0,1,0,55,3ds_required,1
5663,1725,7167,449.43,RO,DE,BR,device_2855,card_4493,paypal,GBP,2025-03-09 05:46:00,2,18,289,1,1,1,1,0,0,0,0,65,3ds_required,1
5664,1149,5675,308.47,GB,DE,IT,device_3385,card_4300,wallet,USD,2025-01-31 19:25:00,2,10,210,0,0,1,1,0,0,0,0,35,review,0
5665,328,951,1458.74,GB,GB,CO,device_2937,card_3788,wallet,GBP,2025-05-16 15:47:00,5,6,87,0,1,0,1,0,1,0,0,45,review,0
5666,428,4029,223.26,DE,PL,DE,device_2082,card_4412,wallet,GBP,2025-02-08 15:48:00,7,11,58,1,1,1,1,0,0,1,0,85,block,1
5667,1136,5855,1038.97,PL,ES,IT,device_1431,card_3310,paypal,EUR,2025-04-24 02:32:00,8,7,294,1,1,1,1,0,1,1,0,95,block,1
5668,1619,5552,703.82,ES,RO,RO,device_2435,card_2176,wallet,EUR,2025-02-01 07:30:00,1,2,97,0,1,1,0,0,0,0,0,40,review,0
5669,2099,6235,567.61,RO,ES,DE,device_326,card_3376,wallet,GBP,2025-04-05 09:03:00,8,1,288,0,0,1,1,0,0,1,0,55,3ds_required,0
5670,1784,6841,1051.07,FR,RO,IT,device_2268,card_1116,card,EUR,2025-03-27 18:29:00,10,16,49,0,0,1,1,0,1,1,0,65,3ds_required,0
5671,654,7904,110.88,GB,FR,IT,device_893,card_1195,paypal,GBP,2025-01-08 06:47:00,2,18,250,0,1,1,1,0,0,0,0,55,3ds_required,1
5672,1537,2929,725.25,NL,DE,ES,device_2211,card_3277,card,EUR,2025-02-02 11:48:00,2,20,56,0,1,1,1,0,0,0,0,55,3ds_required,0
5673,318,6623,967.27,NL,RO,CO,device_1674,card_4266,wallet,EUR,2025-02-16 14:12:00,9,20,123,0,0,1,1,0,0,1,0,55,3ds_required,1
5674,1833,4268,1255.58,NL,BR,RO,device_2953,card_2158,card,USD,2025-01-27 01:39:00,1,7,49,1,1,1,1,0,1,0,0,75,block,1
5675,1266,8476,1457.59,BR,ES,PL,device_350,card_3859,paypal,USD,2025-02-14 16:40:00,9,8,202,1,1,1,1,0,1,1,0,95,block,1
5676,2105,3429,1359.85,NL,CO,CO,device_2170,card_2894,paypal,USD,2025-03-26 09:26:00,3,12,187,0,1,1,0,0,1,0,0,50,3ds_required,1
5677,1509,5145,589.33,GB,CO,DE,device_777,card_1652,wallet,GBP,2025-05-15 00:36:00,3,11,55,1,0,1,1,0,0,0,0,45,review,0
5678,933,409,627.25,IT,FR,DE,device_2435,card_1149,wallet,USD,2025-01-07 07:12:00,4,9,43,0,1,1,1,0,0,0,0,55,3ds_required,1
5679,2047,741,1292.32,RO,FR,GB,device_358,card_2615,card,USD,2025-05-25 10:34:00,9,13,93,0,1,1,1,0,1,1,0,85,block,0
